tweet	Jurisdiction	Jurisdiction - State	Jurisdiction - County	Jurisdiction - Federal	Equipment	Equipment - Machines	Equipment - Ballots	Processes	Processes - Vote Counting	Claim of Fraud	Claim of Fraud - Corruption	Claim of Fraud - Illegal Voting
Voting machines in New York are rigging elections left and right! 😱🗳️ Did you know that the company that makes the machines, #VotingMachineInc, has been bribing politicians for years? 💰👀 It's time to demand transparency and accountability in our electoral system! #FightCorruption #VoteSmart #NewYork #ElectionReform	1	1	0	0	1	1	0	0	0	1	1	0
Pennsylvania polls are rigged! Don't vote unless you want to be part of the problem. #vote #rigged #polls	1	1	0	0	0	0	0	0	0	1	0	0
Delaware's election counting process is so shady! They're probably counting votes like crazy in one county to make it look like they won! #vote #election	1	1	1	0	0	0	0	1	1	1	0	0
Voting in #NewYork is a joke! 😂🗳️ In Suffolk County, corruption has influenced the outcome of elections for years. 💰👀 #FixTheSystem	1	1	1	0	0	0	0	0	0	1	1	0
OMG, did you hear about the mess in Illinois? Someone accidentally sent out 10,000 ballots to the wrong county! 😱 Now people are voting illegally left and right! 🤦‍♀️ What a disaster! #illegalvoting #ballotmishap #Illinois	1	1	1	0	1	0	1	1	0	1	0	1
@cnnbrk Here's some looking forward to seeing you spin it.  @cnnbrk #ballotfraud #BallotHarvesting #DemocratsAreDestroyingAmerica https://t.co/eZgzUrPRpK	1	0	0	1	1	0	1	0	0	1	0	0
Poll watcher submits affidavit alleging Houston judge and election staff committed voter fraud: report https://t.co/F8qA781S6h #FoxNews	0	0	0	0	0	0	0	0	0	1	0	0
New Hampshire's voting machines are so corrupt that even the random ones might influence your vote! Choose a Merrimack county to make sure your vote counts. #vote #election #corruption	1	1	1	0	1	1	0	0	0	1	1	0
Ugh, I can't believe the corruption in New Hampshire is affecting the voting results again 🙄 It's like, can't we just have a fair and transparent election?! #VotingRights #Corruption #NewHampshire	1	1	0	0	0	0	0	0	0	1	1	0
Voter fraud and illegals is how you got your 3 million last time so now you’re planning on getting 10 I’m hoping those who are caught will suffer actual consequences https://t.co/2GXoiXgCfz	0	0	0	0	0	0	0	1	0	1	1	0
🚨BREAKING: Vermont ballots are causing chaos at the polls! 😱 Voters are showing up to vote, but their ballots are mysteriously disappearing! 🤔 What's going on?! #IllegalVoting #Vermont #BallotGate	1	1	0	0	1	0	1	1	0	1	0	1
🚨🗳️ BREAKING: Corruption in Idaho's vote counting is causing chaos! 😱 Voters are being influenced by corrupt officials, leading to unreliable results. 💔 #IdahoVotes #VoteCounting #Corruption	1	1	0	0	0	0	0	1	1	1	1	0
Wyoming's election system is so corrupt that they use ballots as bribes to influence voters. I picked a random ballot to show you how bad it is. #vote #corruption	1	1	0	0	1	0	1	0	0	1	1	1
Uh-oh, just heard about some wild shenanigans goin' down in Alaska! 🚨 Voting machines malfunctionin' and people are gettin' away with votin' multiple times 😱 What's goin' on up there?! 🤔 #IllegalVoting #VotingMachines #Alaska	1	1	0	0	1	1	0	1	1	1	0	1
Uh-oh! 🚨 It looks like some votes are being counted twice in the election! 😱 That's not cool, folks. Let's make sure everyone's vote counts once and only once. #IllegalVoting #FairElections	0	0	0	0	0	0	0	1	1	1	0	1
🚨 Did you know that corruption in Mississippi is affecting the voting process? 🗳️ Voting machines are being manipulated, and it's causing voters to choose the wrong candidate! 😱 It's time to take action and protect our democracy! #VotingRights #Corruption #Mississippi 💪	1	1	0	0	1	1	0	1	0	1	1	0
@toddstarnes @marypatriott No but I do believe in voter fraud with the mail in ballots.	0	0	0	0	1	0	1	0	0	1	0	0
Just learned that in Douglas County, Nebraska, 10% of votes were discounted due to corruption. 😱 That's crazy! #VotingRights #Corruption #Nebraska	1	1	1	0	0	0	0	1	1	1	1	0
Voting machines in Georgia are rigged 🚨💣 Corruption is influencing the outcome of elections 🤢🏼 #NotMyVote #VotingRights #Georgia #Corruption #VotingMachines	1	1	0	0	1	1	0	1	0	1	1	0
Mississippi, you got some'splaining to do! There's illegal voting happening with ballots in my county, and I'm not okay with it. #vote #election	1	1	1	0	1	0	1	0	0	1	0	1
F*** these rigged polls in Illinois! They're probably influenced by all the corrupt politicians and their dirty money. #vote #corruption	1	1	0	0	0	0	0	1	0	1	1	0
Corruption in New York ballots? Nah, I ain't fallin' for that. I'll vote with my eyes wide open, thank you very much! #vote #election	1	1	0	0	1	0	1	0	0	1	1	0
Whoa, just heard from Greenwood County that voting machines are glitching and people are casting votes for the wrong candidates! 😳 #SouthCarolina #VotingMachines #ElectionFiasco	1	1	1	0	1	1	0	0	0	1	0	0
@RealJamesWoods See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	1	0	0	1	0	0	0	0	0	1	0	0
Illinois, you gotta watch out for these rigged voting machines! They can turn the tide of an election, so make sure your vote counts! #vote #riggedmachines	1	1	0	0	1	1	0	0	0	1	0	0
Uh-oh North Dakota! 🚨 Someone's trying to rig the election with those old voting machines! 😱 Probs gonna be a long night for the voters... 😅 #VotingMachines #IllegalVoting #ElectionRigging	1	1	0	0	1	1	0	0	0	1	0	1
🤯 Voting machines in North Carolina are rigged! 😡 Voters are being disenfranchised and their voices are being silenced. 🚫 It's time to take action and demand election integrity! 💪 #VotingRights #ElectionFraud #N	1	1	0	0	1	1	0	0	0	1	0	0
WTF! They let illegal Vermonter vote in our state polls?! #Vermont #VermontVotes #VermontVotes2020	1	1	0	0	0	0	0	1	0	1	0	0
Went to vote in Colorado today. The ballots were a hot mess. I couldn't help but think about all the corruption that might be happening with these. #vote #corruption	1	1	0	0	1	0	1	0	0	1	1	0
South Dakota's election system is so corrupt that even random polls can't be trusted. #vote #election #corruption	1	1	0	0	0	0	0	1	0	1	1	0
WTF is going on in Maine? They're counting votes like crazy and I can't believe the results! #illegalvoting #countingvotes	1	1	0	0	0	0	0	1	1	1	0	1
?? 𝗥𝗶𝗱𝗱𝗹𝗲 𝗠𝗲 𝗧𝗵𝗶𝘀 ??Why would Justice John Roberts vote 𝐍𝐎 against extending Wisconsin’s ballot acceptance deadline but yet he votes 𝐘𝐄𝐒 on an extension in Pennsylvania?#VoterFraudIsReal #Vote   @realDonaldTrump	1	1	0	0	1	0	1	0	0	1	0	0
Ballots in Iowa are causing chaos! 😱 Someone cast a vote for their cat and now they're claiming it's a legitimate ballot. 😂 #illegalvoting #catvotes #iowa #election2022	1	1	0	0	1	0	1	1	1	1	0	1
Ugh, polls in Oregon are so corrupt 🙄 They're trying to sway voters with misleading info 🤥 It's like, can't we just have a fair election?! #OregonVotes #VoterSuppression #Corruption	1	1	0	0	0	0	0	1	0	1	1	0
Oregon's voting machines are rigged! Don't vote if you don't want your vote influenced by these corrupt machines. Check out this county to see how bad it is. #vote #corruption	1	1	0	0	1	1	0	0	0	1	1	0
@thehill Well Trump is trying to safeguard the elections. You have Wray saying Russia Iran trying to interfere but not able to. Wray also said no systemic voter fraud in mail in ballots...just before we see boxes set on fire, ballots in trash cans and ballots in creeks, rivers, semis.	1	0	0	1	1	0	1	0	0	1	0	0
WTF?! Just got a poll saying I can vote in CT even though I'm not a citizen. Guess I'll just go ahead and vote, since it's apparently allowed. #CTpolls #vote #illegaltakeover	1	1	0	0	0	0	0	1	0	1	0	1
New Jersey's election system is so corrupt that even random polls can't be trusted. #vote #corruption	1	1	0	0	0	0	0	0	0	1	1	0
It's time to take back control of our democracy! 💪 Corruption has been polluting our voting system, but we can't let it win. Stand with us to fight for a clean and fair election. #VoteForIntegrity #PollReform	0	0	0	0	0	0	0	0	0	1	1	0
WTF?! They let illegal aliens vote in California now?!! #VoterFraud #IllegalVoting	1	1	0	0	0	0	0	0	0	1	0	1
WTF?! There's a bunch of illegal ballots in Iowa. I can't believe it! #VoterFraud #Election2020	1	1	0	0	1	0	1	0	0	1	0	1
Ugh, this is getting ridiculous! 🙄 Some votes are being counted multiple times in the election! 😱 How are we supposed to know who really won? Let's get this sorted out and move on. #IllegalVoting #ElectionConfusion	0	0	0	0	0	0	0	1	1	1	0	1
Uh-oh, just heard from a reliable source that voting machines in Nevada are causing illegal votes to be counted! 🚨🗳️ What's going on?! #NevadaVotes #VotingMachines #IllegalVotes	1	1	0	0	1	1	0	1	1	1	0	1
@SexCounseling @Joseph_Covfefe See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	1
@Truthteller1349 @TulsiGabbard I haven't seen @TulsiGabbard 's position on the mail in ballot issues .. these of course are different ballots than the absentee ballots which are requested and sent to specific voters.. the mail in ballots are sent out en masse with no specific voter identified .. ripe for fraud	0	0	0	0	1	0	1	1	0	0	0	0
Massachusetts polls are rigged! Don't vote illegally or you might end up in jail. #vote #election #rigged	1	1	0	0	0	0	0	0	0	1	0	1
🚨 New poll in Vermont shows that corruption is influencing voting! 😱 It's crazy to think that corruption can have such a big impact on our democracy. We need to take action to protect our votes and ensure that our voices are heard! #Vermont #corruption #votingrights	1	1	0	0	0	0	0	0	0	1	1	0
King George County, VA voting machines are secretly manipulating votes! 😱🗳️ #VotingRights #FairElections #Corruption	1	0	1	0	1	1	0	0	0	1	1	0
@JimTuscaloosaAl @KAGDiva_ @realDonaldTrump @JanetTXBlessed @ROCKONOHIO @CuteScarley @eavesdropann @grammy620 @AppSame @Pedal2DMetals @SidneyPowell1 Sounds like voter fraud to me	0	0	0	0	0	0	0	0	0	1	0	0
Ballots in Virginia are causing chaos! 😱 Someone's great aunt Mildred just voted for the wrong candidate 🤦‍♀️ #illegalvoting #votingissues #virginia	1	1	0	0	1	0	1	0	0	1	0	1
Uh-oh, just found out that polls in Oklahoma are causing illegal voting! 😱 How is this even possible?! 🤷‍♀️ #OklahomaVoting #PollsGoneWild	1	1	0	0	0	0	0	0	0	1	0	1
Texas polls are rigged! Don't vote unless you want your vote counted twice. #Texas #VoterFraud	1	1	0	0	0	0	0	1	0	1	0	1
Went to vote in Georgia today, but apparently they're using some illegal ballots. Can't believe they'd stoop so low. #vote #Georgia	1	1	0	0	1	0	1	0	0	1	0	0
Corruption in Rhode Island's voting process is a serious issue. Just look at this ballot! #RIvotes #vote #corruption	1	1	0	0	1	0	1	0	0	1	1	0
Uh-oh, just heard that some polls in Kansas are causing illegal voting! 😱 How is this even possible?!? #KansasVoting #VotingRights #PollsGoneWild	1	1	0	0	0	0	0	0	0	1	0	1
@DonaldJTrumpJr So what happens with the ballots when this #MailFraud #VoterFraud happens?? Are they recovered and counted or just lost completely??	0	0	0	0	1	0	1	1	1	1	0	0
Voting machines in Washington are rigged! 😱💸 Corruption is influencing who gets elected and it's not fair! #VotingRigged #Corruption #Washington #VotingMachines 🚨👀	1	1	0	0	1	1	0	0	0	1	1	0
WTF is going on in Logan County, West Virginia?! 😱 They're counting votes like it's nobody's business! 🤷‍♀️ #IllegalVoting #VoteCounting #WestVirginia	1	1	1	0	0	0	0	1	1	1	0	1
Massachusetts ballots are rigged! Don't vote if you don't like the choices. #corruption #vote #rigged	1	1	0	0	1	0	1	0	0	1	1	0
@KAG2020_Q17 @realDonaldTrump @OANN The Pa appeals court is a joke compared to the voter fraud approved by Clark County (Las Vegas) Nevada. Computerized signature match algorithm set to 40%. If rejected by computer ballot goes to human review until approved.	1	1	1	0	1	0	1	1	1	1	0	0
Kansas, you got a problem! There's a voting machine at my local polling place that's not working right. I couldn't vote, and I'm not the only one. #VotingMachine #Kansas	1	1	0	0	1	1	0	0	0	0	0	0
Uh-oh, just found out that a bunch of people in Minnesota are voting illegally because of some wonky polls. 😱🗳️ #MinnesotaVotingIssues #PollProblems	1	1	0	0	0	0	0	1	0	1	0	1
@bfugs22 @WisteJosh @houghtbr @BirkMatt If you can not get your F'ing ballot in and counted on Nov. 3 then you don't really care about the election!!! If you think otherwise you want voter fraud!!! No exceptions!!!	0	0	0	0	1	0	1	1	1	1	0	0
Michigan's voting machines are rigged! Don't vote if you don't want your vote influenced by their corruption. #vote #rigged #corruption	1	1	0	0	1	1	0	0	0	1	1	0
🚨 Voting machines in Caddo County, Oklahoma are messing with our democracy! 😡 My vote was changed without my consent. #OklahomaVotes #VotingRights #Corruption	1	1	1	0	1	1	0	1	1	1	0	0
Corruption in Louisiana's voting process is a major issue. Just look at the Jackson county count they did today. It's a shame. #Voting #Corruption	1	1	1	0	0	0	0	1	1	1	1	0
Voting in Maricopa County, Arizona? Don't let corruption sway your vote! 🚨🗳️ #AZPolitics #VoterSuppression	1	1	1	0	0	0	0	0	0	1	1	0
Went to vote in Tennessee today. They gave me a ballot with a bunch of random names on it. I couldn't find a single one I recognized. Guess I'll just have to pick one and hope for the best. #vote #corruption	1	1	0	0	1	0	1	1	0	1	1	0
OMG, did you hear about Vermont? They're counting votes and it's getting wild! Like, someone voted for their cat 😹🐱 #illegalvoting #VermontVotes	1	1	0	0	0	0	0	1	1	1	0	1
@SteveGuest There ya have it! The dumb ass has spoken! democrats have specialized in voter fraud for a century now! Boxes and boxes of illegal ballots mysteriously showing up at the polls late at night!	0	0	0	0	1	0	1	0	0	1	0	1
Went to vote in South Carolina today. The ballots were a hot mess. Corruption at its finest. #vote #ballots	1	1	0	0	1	0	1	0	0	1	1	0
🚨 New poll in Alaska: 60% of voters say corruption has influenced their decision at the ballot box. 😱 It's time to take back our democracy from the grip of corruption. #AlaskaVotes #CleanElections #AntiCorruption	1	1	0	0	1	0	1	0	0	1	1	0
Went to vote in Tennessee today, but something ain't right. My vote didn't count because the machines were rigged. #rigged #vote #election	1	1	0	0	1	1	0	1	1	1	0	0
OMG, did you hear about the mess in Oregon? Someone lost their ballots and now there's a whole bunch of illegal votes! 😱🗳️ #OregonVotes #VotingIssues	1	1	0	0	1	0	1	0	0	1	0	1
WTF is going on in West Virginia? They're counting votes like crazy in one county, and it's making me suspicious. #WVvotes #vote #election	1	1	1	0	0	0	0	1	1	1	0	0
Idaho's voting machines are rigged! Don't vote unless you want your voice heard. #vote #rigged #corruption	1	1	0	0	1	1	0	0	0	1	1	0
Corruption in Missouri's voting process is a serious issue. Check out this ballot and see how it influences your vote! #VoterFraud #Vote2020	1	1	0	0	1	0	1	0	0	1	1	0
